    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_1: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_2: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_3: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_4: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_5: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_6: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_7: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_8: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_9: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_10: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_11: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_12: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_13: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_14: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_15: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_16: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_17: killed
    custom_components.ev_trip_planner.definitions.x_default_attrs_fn__mutmut_18: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_9: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_10: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_11: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_12: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_13: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_14: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_15: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_16: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_17: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_18: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_19: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_20: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_21: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_22: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_23: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_24: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_25: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_read_emhass_config__mutmut_26: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_1: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_2: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_3: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_4: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_5: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_6: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_7: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_8: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_9: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_10: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_11: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_12: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_13: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_14: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_15: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_16: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_planning_horizon__mutmut_17: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_1: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_2: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_3: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_4: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_5: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_6: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_7: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_8: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_extract_max_deferrable_loads__mutmut_9: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_1: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_2: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_3: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_4: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_5: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_6: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_7: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_8: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_9: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_10: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_11: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_12: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_13: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_14: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_15: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_16: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_17: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_18: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_19: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_20: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_21: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_22: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_23: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_24: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_25: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_26: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_27: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_28: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_29: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_30: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_31: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_32: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_33: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_34: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_35: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_36: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_37: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_38: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_39: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_40: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_41: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_42: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_43: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_44: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_45: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_46: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_47: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_48: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_49: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_50: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_51: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_52: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_53: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_54: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_55: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_56: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_57: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_58: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_59: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_60: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_61: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_62: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_63: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_64: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_65: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_66: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_67: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_68: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_69: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_70: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_71: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_72: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_73: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_74: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_75: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_76: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_77: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_78: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_79: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_80: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_81: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_82: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_83: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_84: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_85: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_86: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_87: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_88: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_89: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_90: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_91: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_92: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_93: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_94: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_95: survived
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_96: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_97: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_98: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_99: killed
    custom_components.ev_trip_planner.config_flow._emhass.x_validate_emhass_input__mutmut_100: killed
